Study Name	Tungsten_Calibration
Sample Name	2024-04-25
Run Name	spot00
Operator	Angus
Date	4/25/2024
Time	11:07
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	11:08:54 AM
	
Time	Amplitude
2.960000E-8	-1.346375E-3
2.965000E-8	-1.079120E-4
2.970000E-8	7.930997E-4
2.975000E-8	1.310411E-3
2.980000E-8	1.423465E-3
2.985000E-8	1.123699E-3
2.990000E-8	4.231025E-4
2.995000E-8	-6.440654E-4
3.000000E-8	-2.033268E-3
3.005000E-8	-3.658857E-3
3.010000E-8	-5.416344E-3
3.015000E-8	-7.211516E-3
3.020000E-8	-8.927892E-3
3.025000E-8	-1.045413E-2
3.030000E-8	-1.173199E-2
3.035000E-8	-1.269809E-2
3.040000E-8	-1.327707E-2
3.045000E-8	-1.343638E-2
3.050000E-8	-1.317258E-2
3.055000E-8	-1.247027E-2
3.060000E-8	-1.137570E-2
3.065000E-8	-9.974504E-3
3.070000E-8	-8.324933E-3
3.075000E-8	-6.498929E-3
3.080000E-8	-4.621535E-3
3.085000E-8	-2.809234E-3
3.090000E-8	-1.178506E-3
3.095000E-8	1.541694E-4
3.100000E-8	1.123699E-3
3.105000E-8	1.704389E-3
3.110000E-8	1.848277E-3
3.115000E-8	1.538233E-3
3.120000E-8	8.256458E-4
3.125000E-8	-2.517998E-4
3.130000E-8	-1.676974E-3
3.135000E-8	-3.359091E-3
3.140000E-8	-5.167966E-3
3.145000E-8	-7.012814E-3
3.150000E-8	-8.801134E-3
3.155000E-8	-1.041987E-2
3.160000E-8	-1.177481E-2
3.165000E-8	-1.278717E-2
3.170000E-8	-1.338841E-2
3.175000E-8	-1.355457E-2
3.180000E-8	-1.331133E-2
3.185000E-8	-1.267754E-2
3.190000E-8	-1.164977E-2
3.195000E-8	-1.027427E-2
3.200000E-8	-8.643542E-3
3.205000E-8	-6.850083E-3
3.210000E-8	-4.984681E-3
3.215000E-8	-3.155250E-3
3.220000E-8	-1.476559E-3
3.225000E-8	-2.569040E-5
3.230000E-8	1.123699E-3
3.235000E-8	1.903091E-3
3.240000E-8	2.283366E-3
3.245000E-8	2.240543E-3
3.250000E-8	1.774620E-3
3.255000E-8	9.164321E-4
3.260000E-8	-2.637905E-4
3.265000E-8	-1.700956E-3
3.270000E-8	-3.302564E-3
3.275000E-8	-4.967551E-3
3.280000E-8	-6.634252E-3
3.285000E-8	-8.240999E-3
3.290000E-8	-9.681590E-3
3.295000E-8	-1.087038E-2
3.300000E-8	-1.173199E-2
3.305000E-8	-1.217907E-2
3.310000E-8	-1.221504E-2
3.315000E-8	-1.187417E-2
3.320000E-8	-1.114616E-2
3.325000E-8	-1.004474E-2
3.330000E-8	-8.655533E-3
3.335000E-8	-7.052212E-3
3.340000E-8	-5.308428E-3
3.345000E-8	-3.545803E-3
3.350000E-8	-1.867112E-3
3.355000E-8	-3.597157E-4
3.360000E-8	8.855990E-4
3.365000E-8	1.757491E-3
3.370000E-8	2.206284E-3
3.375000E-8	2.245681E-3
3.380000E-8	1.875684E-3
3.385000E-8	1.106570E-3
3.390000E-8	-1.198680E-5
3.395000E-8	-1.411467E-3
3.400000E-8	-3.002798E-3
3.405000E-8	-4.705470E-3
3.410000E-8	-6.425272E-3
3.415000E-8	-8.059426E-3
3.420000E-8	-9.503443E-3
3.425000E-8	-1.068195E-2
3.430000E-8	-1.154357E-2
3.435000E-8	-1.205060E-2
3.440000E-8	-1.217565E-2
3.445000E-8	-1.189130E-2
3.450000E-8	-1.120783E-2
3.455000E-8	-1.018691E-2
3.460000E-8	-8.893633E-3
3.465000E-8	-7.399940E-3
3.470000E-8	-5.806897E-3
3.475000E-8	-4.196724E-3
3.480000E-8	-2.624236E-3
3.485000E-8	-1.178506E-3
3.490000E-8	3.597580E-5
3.495000E-8	9.695336E-4
3.500000E-8	1.584483E-3
3.505000E-8	1.826009E-3
3.510000E-8	1.666704E-3
3.515000E-8	1.135690E-3
3.520000E-8	2.655111E-4
3.525000E-8	-9.181374E-4
3.530000E-8	-2.350164E-3
3.535000E-8	-3.938068E-3
3.540000E-8	-5.582500E-3
3.545000E-8	-7.185822E-3
3.550000E-8	-8.655533E-3
3.555000E-8	-9.919690E-3
3.560000E-8	-1.091149E-2
3.565000E-8	-1.156583E-2
3.570000E-8	-1.184676E-2
3.575000E-8	-1.174398E-2
3.580000E-8	-1.124723E-2
3.585000E-8	-1.037705E-2
3.590000E-8	-9.219093E-3
3.595000E-8	-7.836743E-3
3.600000E-8	-6.274532E-3
3.605000E-8	-4.638665E-3
3.610000E-8	-3.061038E-3
3.615000E-8	-1.613595E-3
3.620000E-8	-3.545768E-4
3.625000E-8	6.303695E-4
3.630000E-8	1.301846E-3
3.635000E-8	1.653001E-3
3.640000E-8	1.653001E-3
3.645000E-8	1.283003E-3
3.650000E-8	6.012493E-4
3.655000E-8	-3.494380E-4
3.660000E-8	-1.557068E-3
3.665000E-8	-2.965113E-3
3.670000E-8	-4.481073E-3
3.675000E-8	-6.039858E-3
3.680000E-8	-7.562671E-3
3.685000E-8	-8.955299E-3
3.690000E-8	-1.014237E-2
3.695000E-8	-1.105366E-2
3.700000E-8	-1.162408E-2
3.705000E-8	-1.181935E-2
3.710000E-8	-1.162921E-2
3.715000E-8	-1.104510E-2
3.720000E-8	-1.010469E-2
3.725000E-8	-8.862800E-3
3.730000E-8	-7.363968E-3
3.735000E-8	-5.702407E-3
3.740000E-8	-4.006586E-3
3.745000E-8	-2.367293E-3
3.750000E-8	-8.718877E-4
3.755000E-8	3.734270E-4
3.760000E-8	1.281290E-3
3.765000E-8	1.798601E-3
3.770000E-8	1.885962E-3
3.775000E-8	1.553650E-3
3.780000E-8	8.530530E-4
3.785000E-8	-1.610135E-4
3.790000E-8	-1.440587E-3
3.795000E-8	-2.898308E-3
3.800000E-8	-4.450240E-3
3.805000E-8	-6.036432E-3
3.810000E-8	-7.564384E-3
